[autodl] run_id=20260912-144439-taisp-t009-coco1000
[autodl] started_at=2026-09-12T14:44:47+08:00
/home/wenchang/anaconda3/envs/python3.12-tk2-2.3/lib/python3.12/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
/home/liujianhua/wjq/TAISP/.venv/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:1601: FutureWarning: `clean_up_tokenization_spaces` was not set. It will be set to `True` by default. This behavior will be depracted in transformers v4.45, and will be then set to `False` by default. For more details check this issue: https://github.com/huggingface/transformers/issues/31884
  warnings.warn(
loading annotations into memory...
completed 118/1000 image_id=64462 elapsed=685.8s
completed 119/1000 image_id=64898 elapsed=691.5s
completed 120/1000 image_id=65736 elapsed=697.2s
completed 121/1000 image_id=66038 elapsed=703.1s
completed 122/1000 image_id=66771 elapsed=708.6s
completed 123/1000 image_id=67213 elapsed=714.3s
completed 124/1000 image_id=67310 elapsed=720.0s
completed 125/1000 image_id=67406 elapsed=725.8s
completed 126/1000 image_id=67616 elapsed=731.9s
completed 127/1000 image_id=68409 elapsed=737.4s
completed 128/1000 image_id=68833 elapsed=743.0s
completed 129/1000 image_id=69106 elapsed=749.0s
completed 130/1000 image_id=69224 elapsed=754.6s
completed 131/1000 image_id=70158 elapsed=760.3s
completed 132/1000 image_id=71756 elapsed=765.6s
completed 133/1000 image_id=74092 elapsed=771.5s
completed 134/1000 image_id=75456 elapsed=777.6s
completed 135/1000 image_id=76211 elapsed=782.9s
completed 136/1000 image_id=76261 elapsed=788.8s
completed 137/1000 image_id=76417 elapsed=794.6s
completed 138/1000 image_id=78426 elapsed=800.6s
completed 139/1000 image_id=78915 elapsed=806.3s
completed 140/1000 image_id=79031 elapsed=812.3s
completed 141/1000 image_id=79188 elapsed=817.9s
completed 142/1000 image_id=79408 elapsed=823.9s
completed 143/1000 image_id=80022 elapsed=829.8s
completed 144/1000 image_id=80340 elapsed=835.7s
completed 145/1000 image_id=80413 elapsed=841.1s
completed 146/1000 image_id=81061 elapsed=847.0s
completed 147/1000 image_id=82085 elapsed=852.9s
completed 148/1000 image_id=82688 elapsed=858.7s
completed 149/1000 image_id=82715 elapsed=864.6s
completed 150/1000 image_id=83531 elapsed=870.7s
completed 151/1000 image_id=84170 elapsed=876.2s
completed 152/1000 image_id=84650 elapsed=881.8s
completed 153/1000 image_id=85195 elapsed=887.3s
completed 154/1000 image_id=85478 elapsed=893.4s
completed 155/1000 image_id=85772 elapsed=899.4s
completed 156/1000 image_id=86220 elapsed=905.3s
completed 157/1000 image_id=86483 elapsed=911.1s
completed 158/1000 image_id=87038 elapsed=916.6s
completed 159/1000 image_id=87476 elapsed=922.7s
completed 160/1000 image_id=87875 elapsed=928.4s
completed 161/1000 image_id=88040 elapsed=934.2s
completed 162/1000 image_id=88432 elapsed=939.7s
completed 163/1000 image_id=89271 elapsed=945.7s
completed 164/1000 image_id=90284 elapsed=950.8s
completed 165/1000 image_id=90631 elapsed=956.9s
completed 166/1000 image_id=92839 elapsed=962.5s
completed 167/1000 image_id=93437 elapsed=968.6s
completed 168/1000 image_id=93717 elapsed=974.4s
completed 169/1000 image_id=94157 elapsed=980.7s
completed 170/1000 image_id=94326 elapsed=986.2s
completed 171/1000 image_id=94614 elapsed=992.2s
completed 172/1000 image_id=95899 elapsed=997.8s
completed 173/1000 image_id=96825 elapsed=1003.2s
completed 174/1000 image_id=98853 elapsed=1009.0s
completed 175/1000 image_id=99024 elapsed=1014.7s
completed 176/1000 image_id=99242 elapsed=1020.8s
completed 177/1000 image_id=99428 elapsed=1026.2s
completed 178/1000 image_id=101022 elapsed=1032.0s
completed 179/1000 image_id=101884 elapsed=1037.7s
completed 180/1000 image_id=103548 elapsed=1043.3s
completed 181/1000 image_id=104424 elapsed=1049.0s
completed 182/1000 image_id=104572 elapsed=1055.0s
completed 183/1000 image_id=106389 elapsed=1060.5s
completed 184/1000 image_id=107087 elapsed=1066.4s
completed 185/1000 image_id=108026 elapsed=1072.4s
completed 186/1000 image_id=109827 elapsed=1078.3s
completed 187/1000 image_id=109992 elapsed=1084.1s
completed 188/1000 image_id=110042 elapsed=1090.1s
completed 189/1000 image_id=110359 elapsed=1096.1s
completed 190/1000 image_id=110449 elapsed=1101.6s
completed 191/1000 image_id=110884 elapsed=1106.4s
completed 192/1000 image_id=111086 elapsed=1112.2s
completed 193/1000 image_id=111609 elapsed=1118.3s
completed 194/1000 image_id=112378 elapsed=1124.0s
completed 195/1000 image_id=112626 elapsed=1129.9s
completed 196/1000 image_id=113354 elapsed=1135.4s
completed 197/1000 image_id=113403 elapsed=1141.2s
completed 198/1000 image_id=113720 elapsed=1147.1s
completed 199/1000 image_id=114871 elapsed=1153.0s
completed 200/1000 image_id=114884 elapsed=1158.8s
completed 201/1000 image_id=115245 elapsed=1164.1s
completed 202/1000 image_id=116439 elapsed=1170.1s
completed 203/1000 image_id=117719 elapsed=1176.2s
completed 204/1000 image_id=119233 elapsed=1182.2s
completed 205/1000 image_id=121031 elapsed=1187.7s
completed 206/1000 image_id=121673 elapsed=1193.4s
completed 207/1000 image_id=122166 elapsed=1199.2s
completed 208/1000 image_id=123480 elapsed=1204.9s
completed 209/1000 image_id=124975 elapsed=1211.5s
completed 210/1000 image_id=126592 elapsed=1217.4s
completed 211/1000 image_id=127092 elapsed=1223.2s
completed 212/1000 image_id=127660 elapsed=1228.8s
completed 213/1000 image_id=127987 elapsed=1234.7s
completed 214/1000 image_id=128598 elapsed=1240.5s
completed 215/1000 image_id=129812 elapsed=1245.9s
completed 216/1000 image_id=131131 elapsed=1251.7s
completed 217/1000 image_id=131273 elapsed=1257.2s
completed 218/1000 image_id=131431 elapsed=1262.9s
completed 219/1000 image_id=132116 elapsed=1268.0s
completed 220/1000 image_id=132544 elapsed=1274.0s
completed 221/1000 image_id=132587 elapsed=1279.9s
completed 222/1000 image_id=132622 elapsed=1285.4s
completed 223/1000 image_id=133000 elapsed=1291.3s
completed 224/1000 image_id=133567 elapsed=1297.1s
completed 225/1000 image_id=134689 elapsed=1303.1s
completed 226/1000 image_id=135561 elapsed=1308.6s
completed 227/1000 image_id=135604 elapsed=1314.4s
completed 228/1000 image_id=135670 elapsed=1320.0s
completed 229/1000 image_id=135673 elapsed=1325.8s
completed 230/1000 image_id=135902 elapsed=1331.7s
completed 231/1000 image_id=136600 elapsed=1337.6s
completed 232/1000 image_id=136915 elapsed=1343.6s
completed 233/1000 image_id=138115 elapsed=1349.1s
completed 234/1000 image_id=139099 elapsed=1355.2s
completed 235/1000 image_id=139872 elapsed=1360.7s
completed 236/1000 image_id=140076 elapsed=1366.3s
completed 237/1000 image_id=140439 elapsed=1372.1s
completed 238/1000 image_id=140840 elapsed=1378.1s
completed 239/1000 image_id=142238 elapsed=1384.1s
completed 240/1000 image_id=144333 elapsed=1390.2s
completed 241/1000 image_id=144798 elapsed=1396.2s
completed 242/1000 image_id=145597 elapsed=1401.8s
completed 243/1000 image_id=145620 elapsed=1407.4s
completed 244/1000 image_id=146498 elapsed=1412.6s
completed 245/1000 image_id=147740 elapsed=1418.2s
completed 246/1000 image_id=148730 elapsed=1424.1s
completed 247/1000 image_id=148739 elapsed=1429.9s
completed 248/1000 image_id=150726 elapsed=1435.6s
completed 249/1000 image_id=151051 elapsed=1441.4s
completed 250/1000 image_id=151820 elapsed=1447.3s
completed 251/1000 image_id=153217 elapsed=1453.0s
completed 252/1000 image_id=153229 elapsed=1458.4s
completed 253/1000 image_id=154339 elapsed=1464.2s
completed 254/1000 image_id=154358 elapsed=1469.9s
completed 255/1000 image_id=154431 elapsed=1475.7s
completed 256/1000 image_id=155154 elapsed=1480.6s
completed 257/1000 image_id=155179 elapsed=1486.3s
completed 258/1000 image_id=155341 elapsed=1492.1s
completed 259/1000 image_id=157046 elapsed=1497.8s
completed 260/1000 image_id=157390 elapsed=1503.5s
completed 261/1000 image_id=159282 elapsed=1509.5s
completed 262/1000 image_id=162543 elapsed=1515.4s
completed 263/1000 image_id=162732 elapsed=1521.3s
completed 264/1000 image_id=162858 elapsed=1527.3s
completed 265/1000 image_id=163562 elapsed=1533.9s
completed 266/1000 image_id=165351 elapsed=1539.0s
completed 267/1000 image_id=165681 elapsed=1544.7s
completed 268/1000 image_id=166287 elapsed=1550.3s
completed 269/1000 image_id=166918 elapsed=1555.9s
completed 270/1000 image_id=167122 elapsed=1561.4s
completed 271/1000 image_id=167353 elapsed=1567.0s
completed 272/1000 image_id=169076 elapsed=1571.7s
completed 273/1000 image_id=172083 elapsed=1577.9s
completed 274/1000 image_id=172330 elapsed=1583.7s
completed 275/1000 image_id=172396 elapsed=1589.8s
completed 276/1000 image_id=172946 elapsed=1595.9s
completed 277/1000 image_id=173044 elapsed=1602.0s
completed 278/1000 image_id=173091 elapsed=1607.3s
completed 279/1000 image_id=173830 elapsed=1612.7s
completed 280/1000 image_id=174371 elapsed=1618.7s
completed 281/1000 image_id=176799 elapsed=1625.0s
completed 282/1000 image_id=176857 elapsed=1631.1s
completed 283/1000 image_id=177213 elapsed=1637.4s
completed 284/1000 image_id=178744 elapsed=1643.7s
completed 285/1000 image_id=179285 elapsed=1649.9s
completed 286/1000 image_id=179642 elapsed=1656.3s
completed 287/1000 image_id=179653 elapsed=1662.2s
completed 288/1000 image_id=180383 elapsed=1668.0s
completed 289/1000 image_id=180560 elapsed=1674.1s
completed 290/1000 image_id=182155 elapsed=1680.2s
completed 291/1000 image_id=182417 elapsed=1686.0s
completed 292/1000 image_id=183437 elapsed=1692.1s
completed 293/1000 image_id=184324 elapsed=1698.2s
completed 294/1000 image_id=184384 elapsed=1704.1s
completed 295/1000 image_id=184762 elapsed=1709.8s
completed 296/1000 image_id=185292 elapsed=1715.7s
completed 297/1000 image_id=185890 elapsed=1721.4s
completed 298/1000 image_id=185950 elapsed=1727.4s
completed 299/1000 image_id=186873 elapsed=1732.6s
completed 300/1000 image_id=187271 elapsed=1738.3s
completed 301/1000 image_id=187734 elapsed=1744.0s
completed 302/1000 image_id=188906 elapsed=1749.8s
completed 303/1000 image_id=189078 elapsed=1755.7s
completed 304/1000 image_id=189310 elapsed=1761.4s
completed 305/1000 image_id=189436 elapsed=1767.0s
completed 306/1000 image_id=189698 elapsed=1773.0s
completed 307/1000 image_id=189752 elapsed=1778.9s
completed 308/1000 image_id=189828 elapsed=1784.1s
completed 309/1000 image_id=190007 elapsed=1790.4s
completed 310/1000 image_id=190676 elapsed=1796.0s
completed 311/1000 image_id=190756 elapsed=1801.6s
completed 312/1000 image_id=191013 elapsed=1807.3s
completed 313/1000 image_id=191471 elapsed=1813.0s
completed 314/1000 image_id=191580 elapsed=1818.6s
completed 315/1000 image_id=191845 elapsed=1824.6s
completed 316/1000 image_id=193245 elapsed=1830.2s
completed 317/1000 image_id=193348 elapsed=1835.9s
completed 318/1000 image_id=193429 elapsed=1841.9s
completed 319/1000 image_id=194216 elapsed=1847.8s
completed 320/1000 image_id=194724 elapsed=1853.6s
completed 321/1000 image_id=194746 elapsed=1859.2s
completed 322/1000 image_id=197658 elapsed=1864.7s
completed 323/1000 image_id=198915 elapsed=1868.9s
completed 324/1000 image_id=198928 elapsed=1874.7s
completed 325/1000 image_id=198960 elapsed=1880.7s
completed 326/1000 image_id=199236 elapsed=1886.5s
completed 327/1000 image_id=199681 elapsed=1892.3s
completed 328/1000 image_id=199771 elapsed=1898.3s
completed 329/1000 image_id=201646 elapsed=1904.4s
completed 330/1000 image_id=203580 elapsed=1910.4s
completed 331/1000 image_id=203639 elapsed=1916.2s
completed 332/1000 image_id=204186 elapsed=1922.3s
completed 333/1000 image_id=204329 elapsed=1928.6s
completed 334/1000 image_id=204871 elapsed=1935.2s
completed 335/1000 image_id=205401 elapsed=1941.6s
completed 336/1000 image_id=205514 elapsed=1948.0s
completed 337/1000 image_id=205776 elapsed=1954.1s
completed 338/1000 image_id=206025 elapsed=1960.4s
completed 339/1000 image_id=206579 elapsed=1966.6s
completed 340/1000 image_id=206831 elapsed=1972.9s
completed 341/1000 image_id=208423 elapsed=1979.1s
completed 342/1000 image_id=209142 elapsed=1985.4s
completed 343/1000 image_id=209757 elapsed=1991.8s
completed 344/1000 image_id=210502 elapsed=1998.0s
completed 345/1000 image_id=211042 elapsed=2004.1s
completed 346/1000 image_id=211825 elapsed=2010.3s
completed 347/1000 image_id=213033 elapsed=2016.5s
completed 348/1000 image_id=213224 elapsed=2022.9s
completed 349/1000 image_id=213445 elapsed=2028.9s
completed 350/1000 image_id=213593 elapsed=2035.3s
completed 351/1000 image_id=213935 elapsed=2041.6s
completed 352/1000 image_id=214720 elapsed=2047.9s
completed 353/1000 image_id=215245 elapsed=2054.1s
completed 354/1000 image_id=216497 elapsed=2060.2s
completed 355/1000 image_id=217400 elapsed=2066.3s
completed 356/1000 image_id=218362 elapsed=2072.7s
completed 357/1000 image_id=218439 elapsed=2078.9s
completed 358/1000 image_id=219283 elapsed=2084.4s
completed 359/1000 image_id=219485 elapsed=2090.7s
completed 360/1000 image_id=219578 elapsed=2097.1s
completed 361/1000 image_id=221155 elapsed=2103.2s
completed 362/1000 image_id=221291 elapsed=2109.5s
completed 363/1000 image_id=222094 elapsed=2115.7s
completed 364/1000 image_id=222299 elapsed=2121.8s
completed 365/1000 image_id=222455 elapsed=2126.5s
completed 366/1000 image_id=222825 elapsed=2132.9s
completed 367/1000 image_id=222991 elapsed=2139.0s
completed 368/1000 image_id=223090 elapsed=2145.0s
completed 369/1000 image_id=225405 elapsed=2151.1s
completed 370/1000 image_id=225532 elapsed=2157.3s
completed 371/1000 image_id=225670 elapsed=2163.5s
completed 372/1000 image_id=225757 elapsed=2169.4s
completed 373/1000 image_id=226130 elapsed=2175.8s
completed 374/1000 image_id=226802 elapsed=2182.0s
completed 375/1000 image_id=229221 elapsed=2188.3s
completed 376/1000 image_id=229659 elapsed=2194.4s
completed 377/1000 image_id=229997 elapsed=2200.7s
completed 378/1000 image_id=230450 elapsed=2206.8s
completed 379/1000 image_id=231125 elapsed=2213.0s
completed 380/1000 image_id=231580 elapsed=2219.2s
completed 381/1000 image_id=231747 elapsed=2225.5s
completed 382/1000 image_id=231831 elapsed=2231.6s
completed 383/1000 image_id=232563 elapsed=2237.7s
completed 384/1000 image_id=233370 elapsed=2243.9s
completed 385/1000 image_id=233567 elapsed=2249.8s
completed 386/1000 image_id=234413 elapsed=2255.7s
completed 387/1000 image_id=235057 elapsed=2261.6s
completed 388/1000 image_id=235241 elapsed=2267.8s
completed 389/1000 image_id=236730 elapsed=2273.9s
completed 390/1000 image_id=237517 elapsed=2280.4s
completed 391/1000 image_id=239318 elapsed=2286.5s
completed 392/1000 image_id=239717 elapsed=2292.5s
completed 393/1000 image_id=239773 elapsed=2298.8s
completed 394/1000 image_id=240250 elapsed=2304.5s
completed 395/1000 image_id=241602 elapsed=2310.9s
completed 396/1000 image_id=242060 elapsed=2317.1s
completed 397/1000 image_id=242411 elapsed=2323.5s
completed 398/1000 image_id=242678 elapsed=2329.6s
completed 399/1000 image_id=243204 elapsed=2335.8s
completed 400/1000 image_id=243344 elapsed=2341.9s
completed 401/1000 image_id=243989 elapsed=2347.8s
completed 402/1000 image_id=244379 elapsed=2354.0s
completed 403/1000 image_id=245026 elapsed=2360.4s
completed 404/1000 image_id=245320 elapsed=2366.7s
completed 405/1000 image_id=245764 elapsed=2372.9s
completed 406/1000 image_id=246308 elapsed=2379.1s
completed 407/1000 image_id=246522 elapsed=2385.4s
completed 408/1000 image_id=247917 elapsed=2391.0s
completed 409/1000 image_id=248810 elapsed=2397.1s
completed 410/1000 image_id=248980 elapsed=2403.2s
completed 411/1000 image_id=249180 elapsed=2409.6s
completed 412/1000 image_id=250127 elapsed=2415.2s
completed 413/1000 image_id=250137 elapsed=2421.3s
completed 414/1000 image_id=250205 elapsed=2427.5s
completed 415/1000 image_id=250758 elapsed=2433.6s
completed 416/1000 image_id=250901 elapsed=2440.0s
completed 417/1000 image_id=251140 elapsed=2446.2s
completed 418/1000 image_id=251572 elapsed=2452.5s
completed 419/1000 image_id=253386 elapsed=2459.9s
completed 420/1000 image_id=255536 elapsed=2465.4s
completed 421/1000 image_id=255965 elapsed=2471.7s
completed 422/1000 image_id=256916 elapsed=2477.8s
completed 423/1000 image_id=257169 elapsed=2484.0s
completed 424/1000 image_id=257478 elapsed=2490.0s
completed 425/1000 image_id=257566 elapsed=2496.1s
completed 426/1000 image_id=257624 elapsed=2502.5s
completed 427/1000 image_id=257865 elapsed=2508.8s
completed 428/1000 image_id=258388 elapsed=2515.2s
completed 429/1000 image_id=258911 elapsed=2521.6s
completed 430/1000 image_id=259571 elapsed=2528.1s
completed 431/1000 image_id=259640 elapsed=2534.8s
completed 432/1000 image_id=260266 elapsed=2541.0s
completed 433/1000 image_id=261061 elapsed=2547.4s
completed 434/1000 image_id=261535 elapsed=2553.7s
completed 435/1000 image_id=262048 elapsed=2559.0s
completed 436/1000 image_id=262487 elapsed=2564.8s
completed 437/1000 image_id=262587 elapsed=2570.7s
completed 438/1000 image_id=262682 elapsed=2576.8s
completed 439/1000 image_id=263463 elapsed=2582.9s
completed 440/1000 image_id=263679 elapsed=2589.0s
completed 441/1000 image_id=265108 elapsed=2595.1s
completed 442/1000 image_id=266981 elapsed=2601.1s
completed 443/1000 image_id=267169 elapsed=2607.2s
completed 444/1000 image_id=267300 elapsed=2613.0s
completed 445/1000 image_id=267351 elapsed=2619.1s
completed 446/1000 image_id=267434 elapsed=2624.9s
completed 447/1000 image_id=267903 elapsed=2631.0s
completed 448/1000 image_id=268375 elapsed=2637.1s
completed 449/1000 image_id=269113 elapsed=2643.0s
completed 450/1000 image_id=269866 elapsed=2649.1s
completed 451/1000 image_id=270402 elapsed=2655.1s
completed 452/1000 image_id=270705 elapsed=2661.0s
completed 453/1000 image_id=272136 elapsed=2667.1s
completed 454/1000 image_id=272416 elapsed=2672.9s
completed 455/1000 image_id=273617 elapsed=2678.9s
completed 456/1000 image_id=273712 elapsed=2684.8s
completed 457/1000 image_id=274066 elapsed=2690.9s
completed 458/1000 image_id=274411 elapsed=2697.0s
completed 459/1000 image_id=276024 elapsed=2702.8s
completed 460/1000 image_id=276921 elapsed=2708.7s
completed 461/1000 image_id=278848 elapsed=2714.6s
completed 462/1000 image_id=279774 elapsed=2720.5s
completed 463/1000 image_id=280710 elapsed=2726.8s
completed 464/1000 image_id=280891 elapsed=2733.2s
completed 465/1000 image_id=281409 elapsed=2739.7s
completed 466/1000 image_id=281414 elapsed=2746.2s
completed 467/1000 image_id=283785 elapsed=2752.6s
completed 468/1000 image_id=284296 elapsed=2758.8s
completed 469/1000 image_id=285349 elapsed=2763.6s
completed 470/1000 image_id=285788 elapsed=2769.4s
completed 471/1000 image_id=286503 elapsed=2775.5s
completed 472/1000 image_id=286907 elapsed=2781.3s
completed 473/1000 image_id=286994 elapsed=2787.1s
completed 474/1000 image_id=287649 elapsed=2792.9s
completed 475/1000 image_id=288042 elapsed=2798.7s
completed 476/1000 image_id=288062 elapsed=2804.4s
completed 477/1000 image_id=288391 elapsed=2809.9s
completed 478/1000 image_id=289229 elapsed=2815.7s
completed 479/1000 image_id=289343 elapsed=2821.4s
completed 480/1000 image_id=289702 elapsed=2827.4s
completed 481/1000 image_id=289938 elapsed=2833.5s
completed 482/1000 image_id=289992 elapsed=2839.6s
completed 483/1000 image_id=290081 elapsed=2844.8s
completed 484/1000 image_id=290768 elapsed=2850.0s
completed 485/1000 image_id=290771 elapsed=2856.0s
completed 486/1000 image_id=291861 elapsed=2862.2s
completed 487/1000 image_id=292060 elapsed=2868.4s
completed 488/1000 image_id=292330 elapsed=2874.2s
completed 489/1000 image_id=292997 elapsed=2880.2s
completed 490/1000 image_id=293200 elapsed=2886.4s
completed 491/1000 image_id=293324 elapsed=2892.7s
completed 492/1000 image_id=293474 elapsed=2898.9s
completed 493/1000 image_id=293625 elapsed=2904.9s
completed 494/1000 image_id=294162 elapsed=2910.9s
completed 495/1000 image_id=294783 elapsed=2917.2s
completed 496/1000 image_id=295316 elapsed=2923.1s
completed 497/1000 image_id=295809 elapsed=2928.9s
completed 498/1000 image_id=296317 elapsed=2934.9s
completed 499/1000 image_id=296634 elapsed=2940.9s
completed 500/1000 image_id=296969 elapsed=2947.1s
completed 501/1000 image_id=297022 elapsed=2953.0s
completed 502/1000 image_id=297343 elapsed=2959.1s
completed 503/1000 image_id=297396 elapsed=2965.1s
completed 504/1000 image_id=297562 elapsed=2971.1s
completed 505/1000 image_id=297578 elapsed=2977.4s
completed 506/1000 image_id=297698 elapsed=2983.4s
completed 507/1000 image_id=297830 elapsed=2989.1s
completed 508/1000 image_id=300233 elapsed=2994.8s
completed 509/1000 image_id=300276 elapsed=3001.2s
completed 510/1000 image_id=300659 elapsed=3007.3s
completed 511/1000 image_id=300842 elapsed=3013.4s
completed 512/1000 image_id=300913 elapsed=3019.2s
completed 513/1000 image_id=301981 elapsed=3025.0s
completed 514/1000 image_id=302030 elapsed=3031.2s
completed 515/1000 image_id=302165 elapsed=3037.0s
completed 516/1000 image_id=302452 elapsed=3042.3s
completed 517/1000 image_id=302882 elapsed=3048.0s
completed 518/1000 image_id=304180 elapsed=3054.1s
completed 519/1000 image_id=304291 elapsed=3060.1s
completed 520/1000 image_id=306136 elapsed=3066.2s
