group,detector,variant,case,AP,AP50,AP75,AP_delta_no_adapt,AP50_delta_no_adapt,AP75_delta_no_adapt,AP_delta_det_pseudo_clip_radius,AP50_delta_det_pseudo_clip_radius,AP75_delta_det_pseudo_clip_radius
aggregate,target,det_pseudo_clip_radius,gamma_s1,33.08646804729534,61.50574455941835,27.2360253266706,0.03488646056524214,0.7189694533363156,0.10018674281221385,0.0,0.0,0.0
aggregate,target,det_pseudo_clip_radius,gamma_s2,33.41818834791547,59.46892860017709,26.888169586189388,-0.13874688927465462,-0.0454514092524283,-0.16085238917888378,0.0,0.0,0.0
aggregate,target,det_pseudo_clip_radius,contrast_s1,42.52087640082689,58.62732564465237,39.10203520352035,0.1800055005500567,1.3325082508250818,0.0,0.0,0.0,0.0
aggregate,target,det_pseudo_clip_radius,contrast_s2,39.6463735816075,58.359501994975616,35.371287128712865,11.33207965221456,0.3768287276488813,12.520627062706263,0.0,0.0,0.0
aggregate,target,det_pseudo_clip_radius,color_cast_s1,46.91538618147529,63.500100010001006,45.92468175388967,-0.5661295509877429,-1.1712101442702405,-0.9925588832175092,0.0,0.0,0.0
aggregate,target,det_pseudo_clip_radius,color_cast_s2,42.92491749174917,60.2035203520352,38.66886688668867,0.0063649222065031985,0.021216407355018063,0.0,0.0,0.0,0.0
aggregate,target,det_pseudo_clip_radius,clean_s0,48.14855716340865,64.97630532283998,49.44444444444444,-0.340441736481345,0.01618431073877602,0.0,0.0,0.0,0.0
aggregate,target,det_pseudo_half_dose,gamma_s1,33.09077758252293,61.50574455941835,26.418525473236983,0.03919599579282895,0.7189694533363156,-0.7173131106214037,0.004309535227586814,0.0,-0.8174998534336175
aggregate,target,det_pseudo_half_dose,gamma_s2,33.54588985501052,59.44028705196101,26.14214992927864,-0.011045382179603047,-0.07409295746850786,-0.9068720460896296,0.12770150709505157,-0.02864154821607956,-0.7460196569107458
aggregate,target,det_pseudo_half_dose,contrast_s1,42.52087640082689,58.62732564465237,39.10203520352035,0.1800055005500567,1.3325082508250818,0.0,0.0,0.0,0.0
aggregate,target,det_pseudo_half_dose,contrast_s2,39.640736200949284,58.348579423159705,35.36067892503535,11.326442271556347,0.3659061558329735,12.510018859028754,-0.005637380658213287,-0.010922571815907833,-0.010608203677509032
aggregate,target,det_pseudo_half_dose,color_cast_s1,46.94112858129667,63.58220124338014,45.92468175388967,-0.540387151166366,-1.0891089108911012,-0.9925588832175092,0.025742399821376827,0.08210123337913933,0.0
aggregate,target,det_pseudo_half_dose,color_cast_s2,42.92491749174917,60.2035203520352,38.66886688668867,0.0063649222065031985,0.021216407355018063,0.0,0.0,0.0,0.0
aggregate,target,det_pseudo_half_dose,clean_s0,48.080583058305834,64.9601210121012,49.44444444444444,-0.4084158415841588,0.0,0.0,-0.06797410510281376,-0.01618431073877602,0.0
aggregate,ssd,no_adapt,gamma_s1,23.074422442244224,48.63083451202263,16.707920792079207,0.0,0.0,0.0,0.33416627377023667,1.0373251610875378,0.0
aggregate,ssd,no_adapt,gamma_s2,22.635680234690135,46.38338833883388,12.5,0.0,0.0,0.0,-0.004125412541253204,-0.7425742574257432,0.0
aggregate,ssd,no_adapt,contrast_s1,11.277464085931138,36.59510662604722,4.36976389946687,0.0,0.0,0.0,0.05437094328354097,0.02997094581252968,0.005994189162505936
aggregate,ssd,no_adapt,contrast_s2,21.82534872480383,42.999071074155474,12.5,0.0,0.0,0.0,0.03735944200458641,0.41106227327539213,-0.13573938038965172
aggregate,ssd,no_adapt,color_cast_s1,38.2066325053558,61.85180360141278,41.584158415841586,0.0,0.0,0.0,12.712225921840304,14.946666659147123,24.876237623762375
aggregate,ssd,no_adapt,color_cast_s2,33.910225233049616,57.71061316657982,41.584158415841586,0.0,0.0,0.0,0.0,0.0,0.0
aggregate,ssd,no_adapt,clean_s0,26.698336995167082,52.02104267498709,16.707920792079207,0.0,0.0,0.0,0.1649755546274223,0.6786969019482614,0.0
aggregate,ssd,det_pseudo_clip_radius,gamma_s1,22.740256168473987,47.59350935093509,16.707920792079207,-0.33416627377023667,-1.0373251610875378,0.0,0.0,0.0,0.0
aggregate,ssd,det_pseudo_clip_radius,gamma_s2,22.63980564723139,47.125962596259626,12.5,0.004125412541253204,0.7425742574257432,0.0,0.0,0.0,0.0
aggregate,ssd,det_pseudo_clip_radius,contrast_s1,11.223093142647597,36.56513568023469,4.363769710304364,-0.05437094328354097,-0.02997094581252968,-0.005994189162505936,0.0,0.0,0.0
aggregate,ssd,det_pseudo_clip_radius,contrast_s2,21.787989282799245,42.58800880088008,12.635739380389651,-0.03735944200458641,-0.41106227327539213,0.13573938038965172,0.0,0.0,0.0
aggregate,ssd,det_pseudo_clip_radius,color_cast_s1,25.494406583515495,46.905136942265656,16.707920792079207,-12.712225921840304,-14.946666659147123,-24.876237623762375,0.0,0.0,0.0
aggregate,ssd,det_pseudo_clip_radius,color_cast_s2,33.910225233049616,57.71061316657982,41.584158415841586,0.0,0.0,0.0,0.0,0.0,0.0
aggregate,ssd,det_pseudo_clip_radius,clean_s0,26.53336144053966,51.342345773038836,16.707920792079207,-0.1649755546274223,-0.6786969019482614,0.0,0.0,0.0,0.0
aggregate,ssd,det_pseudo_half_dose,gamma_s1,22.966030298682043,47.58334529105085,16.707920792079207,-0.10839214356218041,-1.0474892209717868,0.0,0.22577413020805626,-0.010164059884248955,0.0
aggregate,ssd,det_pseudo_half_dose,gamma_s2,22.70993766043271,47.125962596259626,12.5,0.07425742574257432,0.7425742574257432,0.0,0.07013201320132112,0.0,0.0
aggregate,ssd,det_pseudo_half_dose,contrast_s1,11.238956587966488,36.59510662604722,4.36976389946687,-0.038507497964650195,0.0,0.0,0.01586344531889078,0.02997094581252968,0.005994189162505936
aggregate,ssd,det_pseudo_half_dose,contrast_s2,21.706545654565456,42.58800880088008,12.5,-0.11880307023837411,-0.41106227327539213,0.0,-0.0814436282337877,0.0,-0.13573938038965172
aggregate,ssd,det_pseudo_half_dose,color_cast_s1,25.79441694169417,49.20654565456545,16.707920792079207,-12.412215563661627,-12.645257946847327,-24.876237623762375,0.30001035817867616,2.3014087122997964,0.0
aggregate,ssd,det_pseudo_half_dose,color_cast_s2,33.910225233049616,57.71061316657982,41.584158415841586,0.0,0.0,0.0,0.0,0.0,0.0
aggregate,ssd,det_pseudo_half_dose,clean_s0,26.601231130734487,52.02104267498709,16.707920792079207,-0.09710586443259506,0.0,0.0,0.06786969019482725,0.6786969019482614,0.0
block_1,source,no_adapt,gamma_s1,15.895431648428,26.422615945805106,18.218690290081643,0.0,0.0,0.0,2.434564133105041,0.21092334797389034,14.611901039728037
block_1,source,no_adapt,gamma_s2,11.084983498349835,26.663916391639162,0.0,0.0,0.0,0.0,-1.192244224422441,0.0,-2.805280528052805
block_1,source,no_adapt,contrast_s1,17.00327551552148,27.78046601652646,21.03960396039604,0.0,0.0,0.0,0.0,0.0,0.0
block_1,source,no_adapt,contrast_s2,15.191831683168317,31.58003300330033,14.026402640264028,0.0,0.0,0.0,-0.3385785007072123,-1.1285950023573854,0.0
block_1,source,no_adapt,color_cast_s1,14.404290429042904,25.0,14.026402640264028,0.0,0.0,0.0,1.4537953795379561,1.3201320132013223,-2.103960396039606
block_1,source,no_adapt,color_cast_s2,11.49174917491749,26.32013201320132,12.623762376237622,0.0,0.0,0.0,0.6034889203206038,0.7543611504007564,0.0
block_1,source,no_adapt,clean_s0,15.671067106710671,24.559955995599562,24.559955995599562,0.0,0.0,0.0,-1.4552080208020817,-4.2654265426542635,-0.4400440044004389
block_1,source,det_pseudo_clip_radius,gamma_s1,13.460867515322958,26.211692597831217,3.606789250353607,-2.434564133105041,-0.21092334797389034,-14.611901039728037,0.0,0.0,0.0
block_1,source,det_pseudo_clip_radius,gamma_s2,12.277227722772277,26.663916391639162,2.805280528052805,1.192244224422441,0.0,2.805280528052805,0.0,0.0,0.0
block_1,source,det_pseudo_clip_radius,contrast_s1,17.00327551552148,27.78046601652646,21.03960396039604,0.0,0.0,0.0,0.0,0.0,0.0
block_1,source,det_pseudo_clip_radius,contrast_s2,15.530410183875528,32.708628005657715,14.026402640264028,0.3385785007072123,1.1285950023573854,0.0,0.0,0.0,0.0
block_1,source,det_pseudo_clip_radius,color_cast_s1,12.950495049504948,23.679867986798676,16.13036303630363,-1.4537953795379561,-1.3201320132013223,2.103960396039606,0.0,0.0,0.0
block_1,source,det_pseudo_clip_radius,color_cast_s2,10.888260254596888,25.565770862800562,12.623762376237622,-0.6034889203206038,-0.7543611504007564,0.0,0.0,0.0,0.0
block_1,source,det_pseudo_clip_radius,clean_s0,17.126275127512752,28.825382538253823,25.0,1.4552080208020817,4.2654265426542635,0.4400440044004389,0.0,0.0,0.0
block_1,source,det_pseudo_half_dose,gamma_s1,13.797029702970296,26.311881188118814,3.6468646864686467,-2.0984019454577036,-0.1107347576862927,-14.571825603612998,0.3361621876473375,0.10018859028759763,0.04007543611503975
block_1,source,det_pseudo_half_dose,gamma_s2,11.976661951909476,26.56372780135156,0.0,0.8916784535596398,-0.10018859028760319,0.0,-0.30056577086280123,-0.10018859028760319,-2.805280528052805
block_1,source,det_pseudo_half_dose,contrast_s1,17.00327551552148,27.78046601652646,21.03960396039604,0.0,0.0,0.0,0.0,0.0,0.0
block_1,source,det_pseudo_half_dose,contrast_s2,15.191831683168317,31.58003300330033,14.026402640264028,0.0,0.0,0.0,-0.3385785007072123,-1.1285950023573854,0.0
block_1,source,det_pseudo_half_dose,color_cast_s1,14.758111525438256,29.39115340105439,14.026402640264028,0.3538210963953514,4.391153401054387,0.0,1.8076164759333073,5.71128541425571,-2.103960396039606
block_1,source,det_pseudo_half_dose,color_cast_s2,11.49174917491749,26.32013201320132,12.623762376237622,0.0,0.0,0.0,0.6034889203206038,0.7543611504007564,0.0
block_1,source,det_pseudo_half_dose,clean_s0,17.249724972497248,28.465346534653463,24.559955995599562,1.5786578657865786,3.9053905390539017,0.0,0.12344984498449674,-0.36003600360036137,-0.4400440044004389
block_1,target,no_adapt,gamma_s1,10.949971987014477,25.81079449408355,6.399546204620461,0.0,0.0,0.0,-0.06833281251600737,-1.4486908529473985,-0.2791814688113334
block_1,target,no_adapt,gamma_s2,9.262575708120261,23.316831683168317,4.221883726834222,0.0,0.0,0.0,0.2812138877276965,0.07382317179086273,0.40670220868240653
block_1,target,no_adapt,contrast_s1,13.074571742888574,24.246581801037244,15.120619204777618,0.0,0.0,0.0,-0.36001100110011064,-2.6650165016501663,0.0
block_1,target,no_adapt,contrast_s2,10.964317860357463,24.257425742574256,7.454031117397454,0.0,0.0,0.0,-0.1720270241309857,-0.7889851485148536,-0.04371865758004273
block_1,target,no_adapt,color_cast_s1,18.75854805977492,33.578500707213585,20.93844167025398,0.0,0.0,0.0,1.1304163097228426,2.3436911797492135,1.9851177664350295
block_1,target,no_adapt,color_cast_s2,13.609382366808106,24.57252868143957,18.921892189218923,0.0,0.0,0.0,-0.012729844413014724,-0.04243281471004168,0.0
block_1,target,no_adapt,clean_s0,21.024075484471524,34.160531437759154,27.25522552255225,0.0,0.0,0.0,-0.1396961558504023,-0.03407223313425245,0.0
block_1,target,det_pseudo_clip_radius,gamma_s1,11.018304799530485,27.25948534703095,6.678727673431794,0.06833281251600737,1.4486908529473985,0.2791814688113334,0.0,0.0,0.0
block_1,target,det_pseudo_clip_radius,gamma_s2,8.981361820392564,23.243008511377454,3.815181518151816,-0.2812138877276965,-0.07382317179086273,-0.40670220868240653,0.0,0.0,0.0
block_1,target,det_pseudo_clip_radius,contrast_s1,13.434582743988685,26.911598302687413,15.120619204777618,0.36001100110011064,2.6650165016501663,0.0,0.0,0.0,0.0
block_1,target,det_pseudo_clip_radius,contrast_s2,11.136344884488448,25.04641089108911,7.497749774977497,0.1720270241309857,0.7889851485148536,0.04371865758004273,0.0,0.0,0.0
block_1,target,det_pseudo_clip_radius,color_cast_s1,17.628131750052077,31.234809527464368,18.95332390381895,-1.1304163097228426,-2.3436911797492135,-1.9851177664350295,0.0,0.0,0.0
block_1,target,det_pseudo_clip_radius,color_cast_s2,13.622112211221122,24.61496149614961,18.921892189218923,0.012729844413014724,0.04243281471004168,0.0,0.0,0.0,0.0
block_1,target,det_pseudo_clip_radius,clean_s0,21.163771640321926,34.19460367089341,27.25522552255225,0.1396961558504023,0.03407223313425245,0.0,0.0,0.0,0.0
block_1,target,det_pseudo_half_dose,gamma_s1,11.038569533645095,27.25948534703095,4.9881059534524885,0.08859754663061714,1.4486908529473985,-1.4114402511679724,0.020264734114609773,0.0,-1.6906217199793059
block_1,target,det_pseudo_half_dose,gamma_s2,9.229852151881852,23.176567656765677,2.306563989732306,-0.03272355623840789,-0.14026402640263946,-1.9153197371019166,0.24849033148928862,-0.06644085461177673,-1.5086175284195102
block_1,target,det_pseudo_half_dose,contrast_s1,13.434582743988685,26.911598302687413,15.120619204777618,0.36001100110011064,2.6650165016501663,0.0,0.0,0.0,0.0
block_1,target,det_pseudo_half_dose,contrast_s2,11.124238894477683,25.02250225022502,7.475247524752477,0.15992103412021952,0.7650765076507637,0.021216407355022227,-0.012105990010766177,-0.023908640864089836,-0.022502250225020504
block_1,target,det_pseudo_half_dose,color_cast_s1,17.680103724658174,31.400282885431402,18.95332390381895,-1.078444335116746,-2.17821782178218,-1.9851177664350295,0.05197197460609648,0.1654733579670331,0.0
block_1,target,det_pseudo_half_dose,color_cast_s2,13.622112211221122,24.61496149614961,18.921892189218923,0.012729844413014724,0.04243281471004168,0.0,0.0,0.0,0.0
block_1,target,det_pseudo_half_dose,clean_s0,21.024075484471524,34.160531437759154,27.25522552255225,0.0,0.0,0.0,-0.1396961558504023,-0.03407223313425245,0.0
block_1,ssd,no_adapt,gamma_s1,3.6488448844884496,22.261669024045265,0.0,0.0,0.0,0.0,0.6683325475404684,2.074650322175073,0.0
block_1,ssd,no_adapt,gamma_s2,2.8208654198753202,17.766776677667764,0.0,0.0,0.0,0.0,-0.00825082508250953,-1.485148514851492,0.0
block_1,ssd,no_adapt,contrast_s1,5.747143945163748,23.19021325209444,0.32368621477532367,0.0,0.0,0.0,-0.0653789737948142,0.05994189162505936,0.011988378325012046
block_1,ssd,no_adapt,contrast_s2,7.041786558518552,27.829825316627776,0.0,0.0,0.0,0.0,0.07471888400916588,0.8221245465507676,-0.2714787607793037
block_1,ssd,no_adapt,color_cast_s1,4.7796016443749645,23.70360720282555,0.0,0.0,0.0,0.0,0.44920431892813484,4.893333318294238,0.0
block_1,ssd,no_adapt,color_cast_s2,2.8699554165942907,15.421226333159632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
block_1,ssd,no_adapt,clean_s0,7.002284551390268,29.0420853499742,0.0,0.0,0.0,0.0,0.329951109254846,1.3573938038965172,0.0
block_1,ssd,det_pseudo_clip_radius,gamma_s1,2.980512336947981,20.18701870187019,0.0,-0.6683325475404684,-2.074650322175073,0.0,0.0,0.0,0.0
block_1,ssd,det_pseudo_clip_radius,gamma_s2,2.82911624495783,19.251925192519256,0.0,0.00825082508250953,1.485148514851492,0.0,0.0,0.0,0.0
block_1,ssd,det_pseudo_clip_radius,contrast_s1,5.812522918958562,23.130271360469383,0.3116978364503116,0.0653789737948142,-0.05994189162505936,-0.011988378325012046,0.0,0.0,0.0
block_1,ssd,det_pseudo_clip_radius,contrast_s2,6.967067674509386,27.007700770077008,0.2714787607793037,-0.07471888400916588,-0.8221245465507676,0.2714787607793037,0.0,0.0,0.0
block_1,ssd,det_pseudo_clip_radius,color_cast_s1,4.33039732544683,18.81027388453131,0.0,-0.44920431892813484,-4.893333318294238,0.0,0.0,0.0,0.0
block_1,ssd,det_pseudo_clip_radius,color_cast_s2,2.8699554165942907,15.421226333159632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
block_1,ssd,det_pseudo_clip_radius,clean_s0,6.672333442135423,27.684691546077683,0.0,-0.329951109254846,-1.3573938038965172,0.0,0.0,0.0,0.0
block_1,ssd,det_pseudo_half_dose,gamma_s1,3.432060597364085,20.16669058210169,0.0,-0.2167842871243643,-2.0949784419435735,0.0,0.4515482604161042,-0.020328119768500685,0.0
block_1,ssd,det_pseudo_half_dose,gamma_s2,2.9693802713604702,19.251925192519256,0.0,0.1485148514851497,1.485148514851492,0.0,0.14026402640264016,0.0,0.0
block_1,ssd,det_pseudo_half_dose,contrast_s1,5.844249809596344,23.19021325209444,0.32368621477532367,0.09710586443259644,0.0,0.0,0.03172689063778225,0.05994189162505936,0.011988378325012046
block_1,ssd,det_pseudo_half_dose,contrast_s2,6.8041804180418035,27.007700770077008,0.0,-0.23760614047674822,-0.8221245465507676,0.0,-0.16288725646758234,0.0,-0.2714787607793037
block_1,ssd,det_pseudo_half_dose,color_cast_s1,4.93041804180418,23.413091309130913,0.0,0.15081639742921538,-0.2905158936946345,0.0,0.6000207163573502,4.602817424599603,0.0
block_1,ssd,det_pseudo_half_dose,color_cast_s2,2.8699554165942907,15.421226333159632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
block_1,ssd,det_pseudo_half_dose,clean_s0,6.808072822525074,29.0420853499742,0.0,-0.19421172886519428,0.0,0.0,0.13573938038965172,1.3573938038965172,0.0
block_2,source,no_adapt,gamma_s1,31.212871287128714,45.79207920792079,33.16831683168317,0.0,0.0,0.0,0.0,0.0,0.0
block_2,source,no_adapt,gamma_s2,29.950495049504948,45.79207920792079,33.16831683168317,0.0,0.0,0.0,0.0,0.0,0.0
block_2,source,no_adapt,contrast_s1,29.47029702970297,68.26732673267327,16.83168316831683,0.0,0.0,0.0,5.866336633663363,25.0,-16.336633663366342
block_2,source,no_adapt,contrast_s2,38.33333333333333,100.0,0.0,0.0,0.0,0.0,1.08910891089109,0.0,-5.61056105610561
block_2,source,no_adapt,color_cast_s1,27.425742574257427,45.79207920792079,33.16831683168317,0.0,0.0,0.0,-5.891089108910891,-4.207920792079206,0.0
block_2,source,no_adapt,color_cast_s2,28.267326732673265,45.79207920792079,33.16831683168317,0.0,0.0,0.0,0.0,0.0,0.0
block_2,source,no_adapt,clean_s0,32.004950495049506,45.79207920792079,33.16831683168317,0.0,0.0,0.0,1.6831683168316847,0.0,0.0
block_2,source,det_pseudo_clip_radius,gamma_s1,31.212871287128714,45.79207920792079,33.16831683168317,0.0,0.0,0.0,0.0,0.0,0.0
block_2,source,det_pseudo_clip_radius,gamma_s2,29.950495049504948,45.79207920792079,33.16831683168317,0.0,0.0,0.0,0.0,0.0,0.0
block_2,source,det_pseudo_clip_radius,contrast_s1,23.603960396039607,43.26732673267326,33.16831683168317,-5.866336633663363,-25.0,16.336633663366342,0.0,0.0,0.0
block_2,source,det_pseudo_clip_radius,contrast_s2,37.244224422442244,100.0,5.61056105610561,-1.08910891089109,0.0,5.61056105610561,0.0,0.0,0.0
block_2,source,det_pseudo_clip_radius,color_cast_s1,33.31683168316832,50.0,33.16831683168317,5.891089108910891,4.207920792079206,0.0,0.0,0.0,0.0
block_2,source,det_pseudo_clip_radius,color_cast_s2,28.267326732673265,45.79207920792079,33.16831683168317,0.0,0.0,0.0,0.0,0.0,0.0
block_2,source,det_pseudo_clip_radius,clean_s0,30.32178217821782,45.79207920792079,33.16831683168317,-1.6831683168316847,0.0,0.0,0.0,0.0,0.0
block_2,source,det_pseudo_half_dose,gamma_s1,31.212871287128714,45.79207920792079,33.16831683168317,0.0,0.0,0.0,0.0,0.0,0.0
block_2,source,det_pseudo_half_dose,gamma_s2,29.950495049504948,45.79207920792079,33.16831683168317,0.0,0.0,0.0,0.0,0.0,0.0
block_2,source,det_pseudo_half_dose,contrast_s1,29.47029702970297,68.26732673267327,16.83168316831683,0.0,0.0,0.0,5.866336633663363,25.0,-16.336633663366342
block_2,source,det_pseudo_half_dose,contrast_s2,37.244224422442244,100.0,5.61056105610561,-1.08910891089109,0.0,5.61056105610561,0.0,0.0,0.0
block_2,source,det_pseudo_half_dose,color_cast_s1,33.31683168316832,50.0,33.16831683168317,5.891089108910891,4.207920792079206,0.0,0.0,0.0,0.0
block_2,source,det_pseudo_half_dose,color_cast_s2,28.267326732673265,45.79207920792079,33.16831683168317,0.0,0.0,0.0,0.0,0.0,0.0
block_2,source,det_pseudo_half_dose,clean_s0,30.32178217821782,45.79207920792079,33.16831683168317,-1.6831683168316847,0.0,0.0,0.0,0.0,0.0
block_2,target,no_adapt,gamma_s1,55.18564356435643,95.79207920792079,47.896039603960396,0.0,0.0,0.0,0.0,0.0,0.0
block_2,target,no_adapt,gamma_s2,57.920792079207914,95.79207920792079,50.0,0.0,0.0,0.0,0.0,0.0,0.0
block_2,target,no_adapt,contrast_s1,71.62659123055161,90.38189533239039,63.08345120226308,0.0,0.0,0.0,0.0,0.0,0.0
block_2,target,no_adapt,contrast_s2,45.670792079207914,91.70792079207921,38.267326732673276,0.0,0.0,0.0,-22.499999999999993,0.0,-24.999999999999982
block_2,target,no_adapt,color_cast_s1,76.21287128712872,95.79207920792079,72.89603960396039,0.0,0.0,0.0,0.0,0.0,0.0
block_2,target,no_adapt,color_cast_s2,72.22772277227722,95.79207920792079,58.415841584158414,0.0,0.0,0.0,0.0,0.0,0.0
block_2,target,no_adapt,clean_s0,75.96039603960396,95.79207920792079,71.63366336633663,0.0,0.0,0.0,0.8168316831683176,0.0,0.0
block_2,target,det_pseudo_clip_radius,gamma_s1,55.18564356435643,95.79207920792079,47.896039603960396,0.0,0.0,0.0,0.0,0.0,0.0
block_2,target,det_pseudo_clip_radius,gamma_s2,57.920792079207914,95.79207920792079,50.0,0.0,0.0,0.0,0.0,0.0,0.0
block_2,target,det_pseudo_clip_radius,contrast_s1,71.62659123055161,90.38189533239039,63.08345120226308,0.0,0.0,0.0,0.0,0.0,0.0
block_2,target,det_pseudo_clip_radius,contrast_s2,68.17079207920791,91.70792079207921,63.267326732673254,22.499999999999993,0.0,24.999999999999982,0.0,0.0,0.0
block_2,target,det_pseudo_clip_radius,color_cast_s1,76.21287128712872,95.79207920792079,72.89603960396039,0.0,0.0,0.0,0.0,0.0,0.0
block_2,target,det_pseudo_clip_radius,color_cast_s2,72.22772277227722,95.79207920792079,58.415841584158414,0.0,0.0,0.0,0.0,0.0,0.0
block_2,target,det_pseudo_clip_radius,clean_s0,75.14356435643565,95.79207920792079,71.63366336633663,-0.8168316831683176,0.0,0.0,0.0,0.0,0.0
block_2,target,det_pseudo_half_dose,gamma_s1,55.18564356435643,95.79207920792079,47.896039603960396,0.0,0.0,0.0,0.0,0.0,0.0
block_2,target,det_pseudo_half_dose,gamma_s2,57.920792079207914,95.79207920792079,50.0,0.0,0.0,0.0,0.0,0.0,0.0
block_2,target,det_pseudo_half_dose,contrast_s1,71.62659123055161,90.38189533239039,63.08345120226308,0.0,0.0,0.0,0.0,0.0,0.0
