episode	image_id	case	block	supports	mask_area	geometry_loss	per_object_loss_min	per_object_loss_median	per_object_loss_max	delta_disagreement_l2	cotangent_l2	S_global	Delta_global	S_obj_current	Delta_obj	cosine_candidate_task	zero_gradient	near_zero_gradient	material_near_zero	S_geom	norm_candidate	norm_task_object	norm_task_global	norm_pseudo_object	norm_pseudo_global	roi_box_diagnostic_score	roi_box_diagnostic_task_gradient_norm	roi_box_diagnostic_cosine	localization_diagnostic_score	localization_diagnostic_task_gradient_norm	localization_diagnostic_cosine
10	529179	clean_s0	0	16	0.6851818927789934	0.0035496915224939585	1.005259036901407e-05	0.0013800229062326252	0.020826393738389015	0.33703134158608317	0.27134867689524167	-0.18118335310902078	0.20665762955068223	-0.11944635949784366	0.1449206359395051	0.10968612912207013	False	False	False	0.025474276441661458	0.07380527180992445	0.23224701834136377	0.34252899206161386	0.6333930336907039	0.3797699751933097	0.007896906232225689	0.09416642705030437	0.08386116453281277	0.011674245635237319	0.08446596045947212	0.13821242985802493
11	529179	color_cast_s2	0	13	0.6767505470459518	0.0048451791517436504	6.987632514210418e-05	0.000775963650085032	0.04093751311302185	0.3549290722798273	0.21409962229740315	0.05925452206310077	-0.02580371660970942	0.047244077010398275	-0.013793271557006923	0.3295234772448676	False	False	False	0.03345080545339135	0.014686311966798421	0.10151266227022689	0.13535206375289632	0.5142992240819492	0.32655925522796697	-0.04682736819704971	0.09440744014287253	-0.49601353589686903	-0.04407738918391854	0.09078009571579573	-0.4855402369800578
12	443749	clean_s0	1	8	0.17049503504672897	0.01751631312072277	0.001213971059769392	0.014573174994438887	0.05203428119421005	0.5293968509031686	0.41633810041434927	0.0301830247234139	-0.10112631315458853	-0.1473830070347912	0.07643971860361658	-0.33694615507510084	False	False	False	-0.07094328843117463	0.0745081997830617	0.21054784974861773	0.07759133581830373	0.8019110917390565	0.5161273748790838	-0.05465458207854576	0.10348801702314817	-0.528124739959547	-0.07684294322709956	0.13880885316911024	-0.5535882004191294
13	443749	gamma_s2	1	5	0.167760660046729	0.050416912883520126	0.00040402894956059754	0.00048076838720589876	0.24333065748214722	0.7100486457480425	6.416290126728051	-0.016800285042746485	0.036664775756514306	0.03111912120478849	-0.01125463049102067	0.07995945463458397	False	False	False	0.01986449071376782	0.6642361482755408	0.24843204352229234	0.24023299406344567	0.8211305882949775	0.301607904278957	0.020638988146609093	0.07526437247361081	0.2742198927371195	0.004233740665262959	0.08417533968689046	0.05029668642880094
14	382527	clean_s0	1	3	0.030181498829039814	0.0022437707521021366	0.0009317055810242891	0.0023693195544183254	0.003430286655202508	0.11602854399251128	0.17316097921835066	-0.10968045221643774	0.19453535527293353	-0.10271314177298675	0.18756804482948253	0.682443886622866	False	False	False	0.08485490305649579	0.02685985620334102	0.12433975118389141	0.11241528492193767	1.4474519239038233	1.1259234939828557	0.018985672911133577	0.08935996852044978	0.21246284243593483	0.017449695668581452	0.08963599513983755	0.19467286152185326
15	382527	contrast_s2	1	3	0.02924107142857143	0.0035714483819901943	0.0002973547962028533	0.003144006710499525	0.007272983435541391	0.14638541588324497	0.32820379778828424	0.09852116270723721	-0.15183873752069854	-0.2268436104449178	0.17352603563145647	-0.0822292833853338	False	False	False	-0.053317574813461326	0.019970465097277325	0.6484013069441479	0.11082573775478341	4.065512332394771	1.6936508517451723	-0.02808050046530149	0.44856785243778924	-0.06260034087173469	-0.03299651482455967	0.44846560005263064	-0.07357646789929831
16	463800	clean_s0	1	13	0.15327726218097448	0.004672207869589329	9.231873991666362e-05	0.0011875770287588239	0.02610183320939541	0.34853608508438144	0.2394466368894678	-0.11912983435505473	0.14838784428915708	0.13985702033538916	-0.1105990104012868	0.13693337192471206	False	False	False	0.02925800993410235	0.04131370430120163	0.21366602986229694	0.1673432421996511	0.4340321094283657	0.4685088509907552	0.009726062067215848	0.06869662319991936	0.1415799149129456	0.0027295393995588734	0.06284581980333166	0.043432314323636846
17	463800	color_cast_s2	1	12	0.1525123259860789	0.004032619297504425	3.849693894153461e-05	0.0018176406156271696	0.012347862124443054	0.3110994346699853	0.1352624150793468	0.5926412815262803	-0.6568680192194709	0.07145747216905227	-0.1356842098622429	-0.5147675150693554	False	False	False	-0.06422673769319062	0.019304030133427512	0.1247684358789897	0.7165576621421597	0.3018162749513217	0.17427351151104364	0.023478246729489404	0.09576634424367307	0.2451617728141143	0.01839015480209397	0.09077350789959575	0.20259385396219248
18	510225	clean_s0	1	2	0.12388235294117647	0.005884292535483837	0.0002866856812033802	0.005884292724658735	0.01148189976811409	0.15341829379384972	0.8598680872826209	0.06961725412721191	-0.06694094445873111	0.018480718979726054	-0.01580440931124526	0.03831676711482009	False	False	False	0.0026763096684807937	0.11501260152159565	0.0698469591780598	0.08348954037046177	0.12740831410486084	0.12543966482667615	0.0038747130515652765	0.050133182419784865	0.0772883919308068	0.00411530301771805	0.05096788982581087	0.08074305276946707
19	510225	gamma_s2	1	2	0.11486029411764706	0.0038702923338860273	0.0012943720212206244	0.0038702922756783664	0.006446212530136108	0.12442334841716968	0.9960249676638574	0.0952556498192378	-0.41138803304056093	0.2495979773785234	-0.5657303605998465	-0.911507094538884	False	False	False	-0.31613238322132314	0.12434477727071971	0.34682383178135495	0.0989613609171932	0.1494126504826381	0.10981002746483673	-0.2794284048936935	0.2996821653890761	-0.9324158630966912	-0.2817019495708922	0.3020743903959393	-0.932558199336002
20	556669	clean_s0	1	10	0.6553953931924883	0.004866389092057943	3.5423967347014695e-05	0.0022124452516436577	0.020694222301244736	0.31197399931151376	0.09675077651658204	0.07539608793708968	-0.11438608945939333	0.0837617228982687	-0.12275172442057236	-0.22843153196095506	False	False	False	-0.03899000152230365	0.031177815115563858	0.17068572446565136	0.12984714633264471	0.38852049546206635	0.3982357740560451	0.007523021341375411	0.1056474609421312	0.07120872829814119	0.011612870577253392	0.10579270010983761	0.10977005564248747
21	556669	contrast_s2	1	8	0.6539502640845071	0.001741069252602756	2.5925774025381543e-05	0.0003411595225770725	0.01031737681478262	0.16690448893146986	0.1214713049957264	0.013877413571167448	0.3071061735844217	1.0974366768810075	-0.7764530897254184	0.27101723679163336	False	False	False	0.32098358715558917	0.012874928676483046	1.184365950226636	0.7789535644119722	1.9016839618995534	0.34435209277781015	-0.048972760449935655	0.05896654026802661	-0.8305177856991188	-0.07033594962080711	0.07686087759468062	-0.915107292908895
22	254002	clean_s0	1	8	0.9043733333333334	0.01843780092895031	0.0003403652226552367	0.003421744331717491	0.06017743796110153	0.543143468151911	1.2030770040545067	-0.03565450861738494	0.05758873603499279	-0.026911227645378455	0.04884545506298629	0.164631854868416	False	False	False	0.02193422741760784	0.11382609716391028	0.1332319764928345	0.11922299337558591	1.3665111527460934	1.5447013889789738	-0.013220808109818842	0.06675892824709173	-0.19803805209396752	-0.017442137757643878	0.07296968148528406	-0.2390326694973268
23	254002	color_cast_s2	1	8	0.906096	0.017600353807210922	0.0004335474513936788	0.002842665184289217	0.12449721246957779	0.5306653038757042	1.6525127374337205	-0.08206454053028735	0.015745028213617507	-0.10355972260759853	0.037240210290928694	-0.4663167590115351	False	False	False	-0.06631951231666984	0.08497414751807507	0.14221987744560086	0.1590416183146643	0.89950753875769	0.8527001010470685	0.055543875708388174	0.07144919894967201	0.7773897611947518	0.05519954678104714	0.07357290755233978	0.750270019469161
24	367462	clean_s0	2	1	0.3584016393442623	0.00011198161519132555	0.00011198161519132555	0.00011198161519132555	0.00011198161519132555	0.014965401148315774	0.013796108093759123	0.011263145178889	-0.026653570885988763	0.01357636645678712	-0.02896679216388688	-0.6228870392331648	False	False	False	-0.015390425707099763	0.00288196154530424	0.024708213115795685	0.01948171214801655	0.00040066021694033473	0.0005154656960129121	-0.011246309674874529	0.01847985168371176	-0.6085714253155721	-0.013626801854625172	0.020122028418210366	-0.677208160933779
25	367462	gamma_s2	2	1	0.3590163934426229	0.0025099916383624077	0.0025099916383624077	0.0025099916383624077	0.0025099916383624077	0.07085184238861643	0.16450981506369566	-0.004159596537310927	0.0097716093802827	-0.0028026468930305616	0.008414659736002333	0.32119611681046034	False	False	False	0.005612012842971773	0.07580386093339574	0.017472231292128253	0.00858624679013463	0.001160895025776027	0.0011855720004062653	0.014290337961266867	0.01742045738032265	0.8203193320054326	0.014277312275417385	0.017537471563003698	0.8141032317181082
26	320020	clean_s0	2	3	0.36713627049180325	0.005354623310267925	0.004220360424369574	0.004231546074151993	0.0076119620352983475	0.17924211616900926	0.3611412397777762	-0.014953270254454556	0.03009007061366408	-0.009214099125037917	0.024350899484247443	0.3969010981094408	False	False	False	0.015136800359209527	0.05957082623338827	0.03813746152773261	0.1349246526086902	1.2074753897266972	1.3492649789756503	0.010620446607144451	0.055491681338418745	0.19138808468522367	0.0036323435869379753	0.05049410843366618	0.07193598817118911
27	320020	contrast_s2	2	3	0.38642783957845434	0.00441781897097826	0.0011288103414699435	0.0018236229661852121	0.010301023721694946	0.16280943957874205	0.6408173903208907	0.019213081632969864	0.012080000635006811	-0.018598806973290083	0.04989188924126676	0.6466173832749402	False	False	False	0.031293082267976675	0.23841963805281163	0.048395052588312774	0.06492856153074719	2.443084730729958	1.0309544648749374	0.010652288483616249	0.04211623847060797	0.2529259228858944	0.02819845780832494	0.056672205328540205	0.497571210525002
28	200862	clean_s0	2	20	0.5094516647196262	0.011248055845499039	0.00015804074064362794	0.0016128583811223507	0.11102718114852905	0.6707624242596713	0.29516520828099974	-0.10441444296508884	-0.14769751857036056	-0.00542297391692794	-0.24668898761852145	-0.7255960788785765	False	False	False	-0.2521119615354494	0.03682435291611362	0.34745496686247246	0.3742379684235878	0.14802652971088914	0.12058248371634743	-0.026979394802269747	0.0823685980418813	-0.32754466440334945	-0.03135661033114836	0.08956990594831346	-0.35007975055923674
29	200862	color_cast_s2	2	19	0.413967581775701	0.007196866441518068	9.353781206300482e-05	0.0029341825284063816	0.031171757727861404	0.5229540330406844	0.15109526711194407	0.36796652771092114	-0.7299065424055238	0.42015331975038983	-0.7820933344449925	-0.7120047292686009	False	False	False	-0.3619400146946027	0.03235865394456783	0.5083393407759902	0.40652548287652307	0.2037950973771777	0.22926851725395572	-0.07011111147097597	0.1128041306346257	-0.6215296468197039	-0.0738120763938791	0.11366668357848787	-0.6493730095080346
30	129914	clean_s0	2	14	0.0991913056206089	0.0044091371819376945	9.40279132919386e-05	0.002632827963680029	0.01426391489803791	0.3513628260560806	0.10284978394068992	-0.3174098912882626	0.6440542184691413	-0.03469822677054473	0.36134255395142345	0.7819048105969542	False	False	False	0.3266443271808787	0.01712247128118304	0.4177545946425055	0.37116483646145026	0.14003614913463394	0.09757387198708144	0.06264178747486826	0.1047281164510768	0.5981372491100754	0.08605542678977623	0.12744041494501626	0.6752600957234047
31	129914	gamma_s2	2	16	0.10031469555035129	0.004467923194169998	6.458358257077634e-05	0.004203910008072853	0.009802879765629768	0.37811842559562714	0.08277270932582347	-0.1409560977580989	0.32062015113063047	-0.2736335456666768	0.4532975990392084	0.3982612269351946	False	False	False	0.1796640533725316	0.014750468520228658	0.45112112662161546	0.492166350600768	0.6475595841088871	0.1848547575835012	0.034546851993254246	0.0900397611582443	0.38368440288152766	0.06484965518569388	0.12612168831234882	0.5141832150984675
32	106498	clean_s0	2	2	0.035856617647058824	0.016065102070569992	9.350123582407832e-05	0.016065102157881483	0.03203670307993889	0.2534963720635386	0.6873600614369003	0.09339644247569874	-0.02812325707166409	0.12228237115248008	-0.057009185748445435	0.4554848748579025	False	False	False	0.06527318540403465	0.1476602150908401	0.14330483624695542	0.10107567495723552	0.040360772978443364	0.029642990767813297	0.05409263391002479	0.11038135757714465	0.49005226152057624	0.055019880601623834	0.11300757532335665	0.4868689593999706
33	106498	contrast_s2	2	2	0.036448529411764706	0.0007793303811922669	3.4353802220721263e-06	0.0007793303632297466	0.001555225346237421	0.05583297893337893	0.13255852045079144	0.06275870876119471	0.01545119034346834	0.07182818213970484	0.00638171696495822	0.8218362742888746	False	False	False	0.07820989910466306	0.03806105329811808	0.09516481755978953	0.07146180671402085	0.10085220335317217	0.06355394980701842	0.05628180274380665	0.06054165295675837	0.9296376956454165	0.05859678823946855	0.0638844552716738	0.9172307722093038
34	581739	clean_s0	2	8	0.8134863281250001	0.02435643970966339	0.0012870336649939418	0.008246351033449173	0.06686313450336456	0.6242620141127564	0.8895808519512256	0.11690909098694724	-0.08292334725119524	0.12184287880837137	-0.08785713507261937	0.14332846659813794	False	False	False	0.033985743735752	0.07016802131142634	0.23711789111318016	0.21404110744242422	0.8945973631729146	0.9454428795260988	0.015582955250801589	0.11590449422718509	0.13444651439036892	0.02456488988752072	0.11987272837710765	0.20492475828690673
35	581739	color_cast_s2	2	8	0.7441666666666668	0.002642510924488306	0.0007120509399101138	0.0011811782605946064	0.010946894064545631	0.20562143279202816	0.17966599236612588	0.04294052914190551	0.10784630260773709	0.02339607431459634	0.12739075743504627	0.6643027351192099	False	False	False	0.1507868317496426	0.03502985971777055	0.2269851135369603	0.2251759102468299	0.1540522561765736	0.19023101103781548	0.04273809641198488	0.05589152471214502	0.7646614872883956	0.034131454145884414	0.05201465504170926	0.6561891859032729
36	544695	clean_s0	3	6	0.31332465277777777	0.002490585669875145	7.719760469626635e-05	0.002439034287817776	0.005568798631429672	0.17287864675700848	0.11103559300572091	0.02689646432580697	0.06301252533393654	0.31143785888981357	-0.22152886923007004	0.24441830143690474	False	False	False	0.08990898965974352	0.034847827667907866	0.36784884410766217	0.16310956010931657	0.271920650610628	0.1438441963747542	0.0342906541137873	0.12059693558319651	0.28434100708234944	0.037415154175955916	0.13303737952923497	0.2812379070410629
37	544695	gamma_s2	3	8	0.5154482886904762	0.004892516881227493	9.595104347681627e-05	0.004613143857568502	0.016173765063285828	0.2797861233631757	0.19189927913990404	0.02074881967698436	0.009008127273182776	0.04305313547972309	-0.013296188529555952	0.14068584745372364	False	False	False	0.029756946950167135	0.02003090867015474	0.21151343571670037	0.2416969437736491	0.5395691876913561	0.4746096939102258	0.017330879119902772	0.048128838059466085	0.36009344541737387	0.01029750756652447	0.04329919382804165	0.23782215456329409
38	120642	clean_s0	3	4	0.009397786458333333	0.007871819660067558	7.565036503365263e-05	0.003308778745122254	0.024794071912765503	0.25094731999698827	0.3715776075372188	0.10892313043589281	0.09381923095922963	-0.03678917077051677	0.23953153216563922	0.931172956377999	False	False	False	0.20274236139512244	0.09689403029416857	0.2177279312168017	0.1307238935380969	0.13351501704771185	0.09200993337147134	0.1335945440349748	0.15190516174510182	0.8794602007042156	0.14344906684568487	0.16012202215102034	0.8958734402683863
39	120642	contrast_s2	3	2	0.005315755208333333	0.00014343962538987398	4.1206494643120095e-05	0.0001434396308468422	0.0002456727670505643	0.023953256967957498	0.01383187671054685	-0.09147846780938532	-0.09214391582459772	0.1996241072191551	-0.3832464908531381	-0.832975757360494	False	False	False	-0.18362238363398303	0.001093627708136352	0.22044145004140536	0.3548450068750914	0.07457456986496826	0.017203342238507474	-0.13846170352499476	0.17158824366233624	-0.8069416685916865	-0.13521674002596643	0.16847536411104547	-0.8025905797151621
40	35630	clean_s0	3	1	0.2657845273185527	0.00020237392163835466	0.00020237392163835466	0.00020237392163835466	0.00020237392163835466	0.020118346319963315	0.012901668951913558	0.0035160197081858303	-0.013282372912809115	0.011987053091278711	-0.021753406295901997	-0.3638105760522067	False	False	False	-0.009766353204623286	0.0028557686615532456	0.026844610494890304	0.029268133223472534	0.4344124074971451	0.2596149281420209	-0.0009482629802941714	0.031585832702709205	-0.03002178190302667	-0.0024777032216855292	0.03792952477866859	-0.0653238667505424
41	35630	color_cast_s2	3	3	0.26531462258105853	0.002455389127135277	0.0003441710432525724	0.002814721316099167	0.004207274876534939	0.12137682886786191	0.3886063272362373	-0.06714208602901892	0.10734150826082187	-0.07351192191992884	0.11371134415173179	0.4791387245526971	False	False	False	0.04019942223180296	0.0908475384036448	0.083899338901847	0.07212596970631617	2.29725465509924	2.400015176740924	-0.005377721563103979	0.015457333459521692	-0.34790745617579383	-0.0060426953400630505	0.01816199994588043	-0.3327108995780055
42	470621	clean_s0	3	7	0.285663056206089	0.001079301699064672	2.451274667691905e-05	0.00022344969329424202	0.005153106525540352	0.12292365051877512	0.0552836983450422	-0.10310615957211498	0.0775311259760903	-0.09519171335012593	0.06961667975410124	-0.2496554380259382	False	False	False	-0.025575033596024692	0.006007167406370557	0.102441323940338	0.11927700484502476	0.191834736411189	0.2075730239395332	-0.021370071471853592	0.034969574763971965	-0.6111046994322598	-0.02234915781864769	0.035347800209474894	-0.632264460303741
43	470621	gamma_s2	3	8	0.32479508196721313	0.004356130491942167	4.56656634924002e-05	0.0011650178930722177	0.026464249938726425	0.26400396132029813	0.21332879658567494	-0.05019763925104303	0.005549949313585226	-0.03840744804255923	-0.0062402418948985725	-0.7509696629902802	False	False	False	-0.0446476899374578	0.03206212650993637	0.05945338691987643	0.06768617515653556	0.3339846579450425	0.283910978990453	-0.035739266261064585	0.08119605669181451	-0.4401601225270118	-0.03338919651205516	0.07830633114425652	-0.4263920429573787
44	390594	clean_s0	3	2	0.029185079966329967	0.0022777547128498554	0.0010339501313865185	0.0022777547128498554	0.0035215592943131924	0.09545165196729935	0.13255114845597005	0.18102176748760168	-0.11516630541174107	0.04887493093066086	0.016980531145199755	0.5046927589207814	False	False	False	0.06585546207586061	0.019046102380642645	0.13048624319505095	0.19364908625506683	0.5777320745329824	0.778018662596761	0.08638008520995102	0.11472048311708967	0.7529613096758173	0.02582632746411335	0.07945572111068776	0.32504050186004024
45	390594	contrast_s2	3	2	0.02939814814814815	0.0047716135159134865	0.0001636213855817914	0.004771613574121147	0.009379605762660503	0.13815373581683033	0.9672531197431495	0.17062679854329363	-0.2384889428720877	0.2758767354170491	-0.34373887974584316	-0.23330491328674702	False	False	False	-0.06786214432879406	0.14311987925719324	0.29087318982374455	0.18258459550891928	1.5668210863347645	1.913991409421026	-0.04516063361503437	0.158880496723865	-0.28424277709704854	-0.08035817530639851	0.16084000080631508	-0.49961561119194475
46	132297	clean_s0	3	13	0.15043619791666668	0.009177395142614841	0.0004900143831036985	0.004439429379999638	0.040466465055942535	0.4884795410257425	0.15696656886458718	0.048849991020910324	-0.3452667998275133	-0.15459129796140017	-0.1418255108452028	-0.8922847576877414	False	False	False	-0.296416808806603	0.05635251825903816	0.33219978965010544	0.25668439176411456	0.6485775645715365	0.345000565958854	-0.19314237735301187	0.23277742878001964	-0.8297298340680769	-0.1967777476398964	0.23655870579485805	-0.8318347320264446
47	132297	color_cast_s2	3	11	0.13407552083333335	0.009171831421554089	0.0031419331207871437	0.005544365383684635	0.025373592972755432	0.44919961547388637	0.16132668606958112	0.14145467991240454	0.05912146541943286	0.11222455313936179	0.08835159219247561	0.7400766082416556	False	False	False	0.2005761453318374	0.06375406657659546	0.271020787714844	0.4234730754483909	0.5945762113911754	0.4867434391967497	0.03920349962483641	0.11848101343134909	0.33088423613262585	0.043272635077603594	0.121149867286923	0.35718268659592023
